,track_id,track_name,artist_name,artist_id,track_popularity,album_name,album_id,track_length,release_date,playlist_id,playlist_name,genre
0,39MK3d3fonIP8Mz9oHCTBB,"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,88,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),1bwbZJ6khPJyVpOaqgKsoZ,3.86,2023-06-02,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
1,1k513qenEUjyU3MxMSUaPj,Ocean Spray,Moneybagg Yo,3tJoFztHeIJkJWMrx0td2f,76,Ocean Spray,1VbBXmKIEcjABfAOOAxdiE,2.75,2023-05-24,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
2,6HgWWaMu31KdOpEG5l28BG,All My Life (feat. J. Cole),Lil Durk,3hcs9uc56yIGFCSy9leWe7,91,All My Life (feat. J. Cole),0lZQagJ5r0crB35zphSD4A,3.73,2023-05-12,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
3,4EzkcqltSOxYE2lstuLOFs,Pull Up (feat. 21 Savage),Toosii,6BH1xcDkwbbyrLMUKECsW1,74,NAUJOUR,2pAylLmyj0wmHy5JjL0h6V,2.22,2023-06-02,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
4,6GoVUO5vla1JtUj2rq9Yl4,bread & butter,Gunna,2hlmm7s2ICUX0LVIhVFlZQ,78,bread & butter,332Rucu5r475vGx2bntaPb,3.77,2023-06-02,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
5,7aRCf5cLOFN1U7kvtChY1G,Search & Rescue,Drake,3TVXtAsR1Inumwj472S9r4,91,Search & Rescue,67WUCOjyl44d8fAFzHONjW,4.54,2023-04-07,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
6,4muwDurKeVOB1WBjTVRWlD,War Bout It (feat. 21 Savage),Lil Durk,3hcs9uc56yIGFCSy9leWe7,84,Almost Healed,6ciIG1XKTlVIn0Yl8rvsce,2.67,2023-05-26,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
7,5rurggqwwudn9clMdcchxT,"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)",Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,89,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),1bwbZJ6khPJyVpOaqgKsoZ,3.66,2023-06-02,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
8,1KUZ33cOqk3X4Ezk0aZnVp,Peaches & Eggplants (feat. 21 Savage),Young Nudy,5yPzzu25VzEk8qrGTLIrE1,76,Peaches & Eggplants (feat. 21 Savage),6Hj61lLEt0UxscLniz6h74,3.4,2023-02-27,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
9,1IzJxbARcQrOWMZgPw1PNj,Go Hard,Lil Baby,5f7VJjfbwm532GiveGC0ZK,83,Go Hard,0lvoLgzBquqlIQyVnXD2Jo,3.63,2023-05-03,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
10,52NGJPcLUzQq5w7uv4e5gf,Private Landing (feat. Justin Bieber & Future),Don Toliver,4Gso3d4CscCijv0lmajZWs,84,Love Sick,26z5llzd194mcCZHADWd6k,3.97,2023-02-24,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
11,5wG3HvLhF6Y5KTGlK0IW3J,Trance (with Travis Scott & Young Thug),Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,91,HEROES & VILLAINS,7txGsnDSqVMoRl6RQ9XyZP,3.25,2022-12-02,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
12,75ZoVrZ4mXEsDxv1bQbEAS,Motion God,Moneybagg Yo,3tJoFztHeIJkJWMrx0td2f,75,Motion God,1TwrnBDlShNlNIn20c5h31,2.39,2023-04-21,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
13,4mWbFYZ9P14Ulf1LIFZGhH,06 Gucci (feat. DaBaby & 21 Savage),Gucci Mane,13y7CgLHjMVRMDqxdx0Xdo,77,06 Gucci (feat. DaBaby & 21 Savage),6K67robZZpglKEFuNQWtsr,2.98,2023-03-31,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
14,2YIIpDEKJv6OUc7u9tVT7I,Cut U Off,Joyner Lucas,6C1ohJrd5VydigQtaGy5Wa,64,Cut U Off,7HKtVhwqCYZFUk7DUXWjw4,3.39,2023-06-09,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
15,4fbXBeVeqzZ0SmJQcWm4St,Never Imagined (feat. Future),Lil Durk,3hcs9uc56yIGFCSy9leWe7,81,Almost Healed,6ciIG1XKTlVIn0Yl8rvsce,3.2,2023-05-26,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
16,0FA4wrjDJvJTTU8AepZTup,Watch This - ARIZONATEARS Pluggnb Remix,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,89,Watch This (ARIZONATEARS Pluggnb Remix),3VvPLpCZR5viLBFTbzm6E1,2.72,2023-02-05,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
17,2ZL7WZcjuYKi1KUDtp4kCC,Spin Bout U,Drake,3TVXtAsR1Inumwj472S9r4,85,Her Loss,5MS3MvWHJ3lOZPLiMxzOU6,3.58,2022-11-04,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
18,2VjOTvl50tscmc0RDjPdr2,UK Rap,Dave,6Ip8FS7vWT1uKkJSweANQK,79,Split Decision,0On7uutIu9rZRvP9aJbMog,3.3,2023-06-04,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
19,1h6w4POXM2LfG4ZD4xUfZQ,The Hillbillies,Baby Keem,5SXuuuRpukkTvsLuUknva1,79,The Hillbillies,6ltyScGRzS0Z2TI1VD5dns,3.41,2023-06-05,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
20,78MA8xdZCe4KS9SuIxs1Ce,Drums,Money Man,3Rx4PJ7SP6unkOk5elPUK7,58,Red Eye,2rGZ4DEQqxseAXO9hVqNDo,3.03,2023-03-17,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
21,6c6WmIHcHlhccEwSFBhzNa,Put It On Da Floor Again (feat. Cardi B),Latto,3MdXrJWsbVzdn6fe5JYkSQ,74,Put It On Da Floor Again (feat. Cardi B),4A43tzEN3jILvseI1HeXGG,3.1,2023-06-02,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
22,2SOoJnfRWOEeme123rd0B3,I Need A Thug,City Girls,37hAfseJWi0G3Scife12Il,58,I Need A Thug,23QZB0Q3annZYCOiKRB4Pl,1.96,2023-06-08,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
23,3xOEfEmsrLwf9jcG4gErdA,"Pissy (feat. Roddy Ricch, Nardo Wick)",Gucci Mane,13y7CgLHjMVRMDqxdx0Xdo,76,"Pissy (feat. Roddy Ricch, Nardo Wick)",2dd8aKS08SH8ly3aNFpKl8,3.64,2023-05-05,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
24,3VLsdzHOFM9pyn79QTjiGJ,I Can't Lie (with Kodak Black),French Montana,6vXTefBL93Dj5IqAWq6OTv,69,I Can't Lie (with Kodak Black) [Versions],61ZFEiyOrBAMzrYGd9HMnR,3.11,2023-06-02,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
25,3iRCr53b2ZOvoKMTNvBn5d,MVP (feat. G-Eazy),A Boogie Wit da Hoodie,31W5EY0aAly4Qieq6OFu6I,77,MVP (feat. G-Eazy),4pyhYSKl4jBqkemyG94DSG,2.9,2023-05-12,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
26,2beD5W9IkefQ04IO39XF7w,My wrist (with Young Thug),Yeat,3qiHUAX7zY4Qnjx8TNUzVx,77,My wrist (with Young Thug),05zSfoTPUX9IFb4AYbBaBz,3.17,2023-05-26,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
27,2f9JzwRy6Ofr5ixvN0ojKt,GEEKALEEK (feat. Cash Kidd),OHGEESY,3ppQEG71r7jVpI8RudzycF,75,GEEKALEEK (feat. Cash Kidd),37Vw00Rrpb0klzR4Tez4bo,2.44,2023-02-03,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
28,3kH94a1MQM7YrpsZRWuXrh,Keep It Low (feat. Future),Moneybagg Yo,3tJoFztHeIJkJWMrx0td2f,73,Keep It Low (feat. Future),30XjUCo4sqJqNuYuJdYAFu,2.37,2023-06-01,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
29,2FDTHlrBguDzQkp7PVj16Q,Sprinter,Dave,6Ip8FS7vWT1uKkJSweANQK,90,Sprinter,5l0QlaI3wdZpE7ggoO5Rwg,3.82,2023-06-01,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
30,4pgeI9ohPGzSDeKE1D4dYf,"Keep Dat Nigga (Part 2) (feat. GloRilla, Kali & Big Boss Vette)",Icandy,1I0tv3cE1cDIJvQpHyuCYN,54,"Keep Dat Nigga (Part 2) (feat. GloRilla, Kali & Big Boss Vette)",3WVAejN3gu5YJuH7OcGtr0,3.37,2023-06-09,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
31,7l6nGz4gp6HGs5Cvmdeqe4,Fight The Feeling,Rod Wave,45TgXXqMDdF8BkjA83OM7z,78,Fight The Feeling,59tAwDdjCaaS05aoSHuqv0,2.68,2023-03-31,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
32,3FhZPYvMGSjFc6boVYKlCv,SHAKE SUMN,DaBaby,4r63FhuTkUYltbVAg5TQnk,81,CALL DA FIREMAN,3oDobVNZ3U9BpxOdokk0fL,2.08,2023-05-05,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
33,7sliFe6W30tPBPh6dvZsIH,Area Codes,Kali,1YRqgFNXqRyMDRr8ClS1NL,89,Area Codes,6uk3hBYbrMsSzufADPjv9K,2.32,2023-03-17,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
34,4EgZqNfwsDJ1HvvSMEXypp,Andale,DJ Drama,5oNgAs7j5XcBMzWv3HAnHG,69,I'M REALLY LIKE THAT,6hFTxaqHvUadGLRV9xDEjV,2.81,2023-03-31,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
35,0oWL7FTlaA1YtsRRuiF4Xs,Honey Bun,Quavo,0VRj0yCOv2FXJNP47XQnx5,71,Honey Bun,0a0wSOjD0UQ1IqlcXKbeI7,2.24,2023-03-31,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
36,4286sbHO5syVcp8BrFO2dI,Gunsmoke Town,Kodak Black,46SHBwWsqBkxI7EeeBEQG7,72,Pistolz & Pearlz,5RHAybGQ8yuZHBd45DJ05b,2.91,2023-05-26,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
37,410ZZP746AQeiywhKvXWCo,SORRY NOT SORRY,"Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,82,CALL ME IF YOU GET LOST: The Estate Sale,1GG6U2SSJPHO6XsFiBzxYv,3.43,2023-03-31,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
38,3qnznOzVFYuDWjidDAxEV4,West Coast Weekend,Tyga,5LHRHt1k9lMyONurDHEdrp,61,West Coast Weekend,0JGkeI57qkg0jZbqPzzc25,3.33,2023-06-08,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
39,2dSKFFNoNXKo3hPnlwUdPe,They Don't Love It,Jack Harlow,2LIk90788K0zvyj2JJVwkJ,82,Jackman.,1ep4OEfNOhvcY85STfEtKy,1.89,2023-04-28,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
40,0ZxhtATQ0a6EvQNZ0z6NKV,Princess Diana (with Nicki Minaj),Ice Spice,3LZZPxNDGDFVSIPqf4JuEf,88,Princess Diana (with Nicki Minaj),2Q7WBQ794rA9ISPLfqdKjK,2.87,2023-04-14,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
41,6IEXjer2qbXhRLFv99NQQv,Pound Town 2 (feat. Nicki Minaj & Tay Keith),Sexyy Red,3DbwFQlvLxRSi2uX8mf81A,73,Pound Town 2 (feat. Nicki Minaj & Tay Keith),7GfHTwHGoDzOEDInYlnR25,3.23,2023-05-26,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
42,31yydnZnSeCwkRPY7tlgQJ,Hot Boy (feat. Lil Baby),Nardo Wick,0Njy6yR9LykNKYg9yE23QN,76,Hot Boy (feat. Lil Baby),54h4yyqWQl5z0jKkiS07is,2.83,2023-03-31,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
43,72vMwCjJuRRa1r0bhFBbE1,Bops,Coi Leray,6AMd49uBDJfhf30Ak2QR5s,72,Bops,2wVIh2YkTMZgjQf64sbPFM,2.14,2023-04-27,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
44,2OZfJcpzSFApBxUA0gXuJz,Common Ground,Jack Harlow,2LIk90788K0zvyj2JJVwkJ,76,Jackman.,1ep4OEfNOhvcY85STfEtKy,1.67,2023-04-28,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
45,451acSEXA7pfbMKXoC6vJX,FreakyT (feat. Latto) - Remix,TiaCorine,39i5B6umzWzkfMe12JrMwW,69,FreakyT (feat. Latto) [Remix],4itQ4SmVRwjURluBAHnxFx,2.49,2023-04-21,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
46,0judK8TqYfvwUohBngUxrE,DOGTOOTH,"Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,79,DOGTOOTH,1pdqT6DBwIA0WElEspOA0v,2.68,2023-03-27,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
47,7iTTWHbr4tAlsRJN4m4bay,Strike (Holster),Lil Yachty,6icQOAFXDZKsumw3YXyusw,80,Strike (Holster),1v3fDc2dJvSEKOd3hOSjAH,2.47,2023-04-07,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
48,35NkPKSmtu6lCht95nukpr,WTF (feat. Nicki Minaj),YoungBoy Never Broke Again,7wlFDEWiM5OoIAt8RSli8b,69,WTF (feat. Nicki Minaj),42wum3mrRoMbV9QoZqpIZK,2.68,2023-04-07,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
49,132Yd321hAG0oOz3lbiqig,Lick Or Sum,GloRilla,2qoQgPAilErOKCwE2Y8wOG,70,Lick Or Sum,2W4jWUc0pUCWdqJFAMvddR,2.36,2023-05-23,37i9dQZF1DX0XUsuxWHRQd,RapCaviar,Hip-Hop
50,2SOoJnfRWOEeme123rd0B3,I Need A Thug,City Girls,37hAfseJWi0G3Scife12Il,58,I Need A Thug,23QZB0Q3annZYCOiKRB4Pl,1.96,2023-06-08,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
51,6c6WmIHcHlhccEwSFBhzNa,Put It On Da Floor Again (feat. Cardi B),Latto,3MdXrJWsbVzdn6fe5JYkSQ,74,Put It On Da Floor Again (feat. Cardi B),4A43tzEN3jILvseI1HeXGG,3.1,2023-06-02,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
52,4pgeI9ohPGzSDeKE1D4dYf,"Keep Dat Nigga (Part 2) (feat. GloRilla, Kali & Big Boss Vette)",Icandy,1I0tv3cE1cDIJvQpHyuCYN,54,"Keep Dat Nigga (Part 2) (feat. GloRilla, Kali & Big Boss Vette)",3WVAejN3gu5YJuH7OcGtr0,3.37,2023-06-09,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
53,0ZxhtATQ0a6EvQNZ0z6NKV,Princess Diana (with Nicki Minaj),Ice Spice,3LZZPxNDGDFVSIPqf4JuEf,88,Princess Diana (with Nicki Minaj),2Q7WBQ794rA9ISPLfqdKjK,2.87,2023-04-14,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
54,7sliFe6W30tPBPh6dvZsIH,Area Codes,Kali,1YRqgFNXqRyMDRr8ClS1NL,89,Area Codes,6uk3hBYbrMsSzufADPjv9K,2.32,2023-03-17,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
55,73RbfOTJIjHzi2pcVHjeHM,What It Is (Solo Version),Doechii,4E2rKHVDssGJm2SCDOMMJB,86,What It Is (Versions),71MqBkcflJ1Rz1SHo8XSi5,3.16,2023-03-17,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
56,6IEXjer2qbXhRLFv99NQQv,Pound Town 2 (feat. Nicki Minaj & Tay Keith),Sexyy Red,3DbwFQlvLxRSi2uX8mf81A,73,Pound Town 2 (feat. Nicki Minaj & Tay Keith),7GfHTwHGoDzOEDInYlnR25,3.23,2023-05-26,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
57,132Yd321hAG0oOz3lbiqig,Lick Or Sum,GloRilla,2qoQgPAilErOKCwE2Y8wOG,70,Lick Or Sum,2W4jWUc0pUCWdqJFAMvddR,2.36,2023-05-23,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
58,0CrcwVLUe8wzLUIXgjXVZJ,Kill Bill (feat. Doja Cat),SZA,7tYKF4w9nC0nq9CsPZTHyP,83,Kill Bill (feat. Doja Cat),4OanbmuJAWz8JPVE4cJA9L,2.93,2023-04-14,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
59,4ZYAU4A2YBtlNdqOUtc7T2,Red Ruby Da Sleeze,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,82,Red Ruby Da Sleeze,0zCHOD0Z8yOrIP1fw7u1J6,3.57,2023-03-03,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
60,72vMwCjJuRRa1r0bhFBbE1,Bops,Coi Leray,6AMd49uBDJfhf30Ak2QR5s,72,Bops,2wVIh2YkTMZgjQf64sbPFM,2.14,2023-04-27,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
61,1DKwfFIKo93f2oiwZjwyMr,Piñata,City Girls,37hAfseJWi0G3Scife12Il,48,Piñata,12zhNm6ybv6ouz6J8b9qWu,2.23,2023-06-09,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
62,7rl489EKnUgITmkBd6P9zi,Don't Play With It (feat. Latto & Yung Miami) - Remix,Lola Brooke,2Ggj5XNlIb4Lnbqe307FyB,68,Don't Play With It (feat. Latto & Yung Miami) [Remix],6sNVQhQKsiqqxybu2qjpLC,2.99,2023-03-24,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
63,5H7IzRvSCGY2p7jjuCu6g1,Bed Time (feat. Monaleo & Gloss Up),Flo Milli,08PvCOlef4xdOr20jFSTPd,61,Bed Time (feat. Monaleo & Gloss Up),4c5Sf3ULy1kAbqD0DGIFFy,3.67,2023-03-23,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
64,281hW1bpZ523dJdtspABeh,Not My N*gga Extended,KenTheMan,6o4O5GX5kOWAGXtZUedxo3,63,Not My N*gga Extended,7gKQ9IlbtIoNEwEZr9qMrv,3.02,2023-03-03,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
65,5OhG7shUD0xgQMirbRAipe,Champagne Shit,Janelle Monáe,6ueGR6SWhUJfvEhqkvMsVs,64,The Age of Pleasure,3440hCSfwYXxJcbQ0j3jAJ,2.39,2023-06-09,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
66,53acd3PVcgGCux58YABBr5,Conceited (feat. Lola Brooke & Maiya The Don),Flo Milli,08PvCOlef4xdOr20jFSTPd,64,Conceited (feat. Lola Brooke & Maiya The Don),1RJ4oGkndLQuhu4EfVTKk5,3.25,2023-01-27,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
67,0AAMnNeIc6CdnfNU85GwCH,Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,85,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),1bwbZJ6khPJyVpOaqgKsoZ,3.16,2023-06-02,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
68,6l8mgVN9Xf1hiDIFGA6CTE,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),Beyoncé,6vWDO969PvNqNYHIOW5v0m,86,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),2x4aShbWkdZ1h8sfO23yZN,4.35,2023-05-19,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
69,5no1uAP51SFQzZqITUxsfG,6000 Degrees (AH HA),$hyfromdatre,3f0iI02WmX2ozlN86BhnmC,68,6000 Degrees (AH HA),4xX7TRWNeiqsCfCgGB5SkH,1.71,2022-10-19,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
70,6AQbmUe0Qwf5PZnt4HmTXv,Boy's a Liar Pt. 2,PinkPantheress,78rUTD7y6Cy67W1RVzYs7t,95,Boy's a liar Pt. 2,6cVfHBcp3AdpYY0bBglkLN,2.18,2023-02-03,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
71,3aSmunIOrv4HRHXeMYT2Ob,No Love Shemix,Flo Milli,08PvCOlef4xdOr20jFSTPd,54,No Love Shemix,7iRhbI7T7e0YDwd48qF8gi,3.29,2023-06-02,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
72,7r6uppLBApzJPMpDmdFoi4,"Hey, Mickey!",Baby Tate,3IJ21966TwNZI24MwZHMu4,68,"Hey, Mickey!",1Qpd1fT9Vgp2uuuZ533By0,2.89,2023-03-24,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
73,2GAhgAjOhEmItWLfgisyOn,Low,SZA,7tYKF4w9nC0nq9CsPZTHyP,87,SOS,07w0rG5TETcyihsEIZR3qG,3.02,2022-12-09,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
74,39uEuUEWsAZtozSQRPlf62,I'M THAT BITCH,BIA,6veh5zbFpm31XsPdjBgPER,69,I'M THAT BITCH,3XZmrh1D5RI5kvz5N6i6Lp,2.53,2023-03-24,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
75,6wSX2NkwA8srMaRhkougg1,Shabooya - Remix,Hitkidd,5pR1zWq3UPsOpW1pTWayLf,56,Shabooya (Remix),2KEHjeXISKGLpl0VlA652N,3.86,2023-03-17,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
76,2g5q0UpOOFMNOcHGaMG4b0,Gangsta Boo (with Lil Tjay),Ice Spice,3LZZPxNDGDFVSIPqf4JuEf,76,Like..?,53cTBnSWosJkQCDPHzumvg,2.66,2023-01-20,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
77,6G4ICKUrsPb117ULGyrQ5N,Na Na Na,Lay Bankz,4OVbrPbhvK46A1uXTU1u5F,66,Na Na Na,1jMAUsspY3NLUXvnSDxGd0,1.67,2023-04-26,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
78,2tu7n1Pxm75szYU3ySCpri,Point Me To The Slut's,Fendi,7oXyXDUyxRjYXWC5L5EuGy,65,Point Me To The Slut's,56lKFl1PWdU3Hf0X4QYlni,2.92,2022-12-05,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
79,4DdSyO7nkxCNlYq9trzJAP,Mean B*tch,KenTheMan,6o4O5GX5kOWAGXtZUedxo3,57,Mean B*tch,3brZqded9BBCMN3UjALyPO,2.73,2023-03-31,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
80,2PQ8j691jAj6T4f7Ur4RiU,DUMB (feat. Moneybagg Yo),Rican Da Menace,1JfDtCRGqUvGFKaevDPrHY,59,DUMB (feat. Moneybagg Yo),3eYKjONrNl5fAsOTGogSNL,2.45,2023-02-17,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
81,03ZoOMBPSsRQZcu7077PcR,Ion Need,Big Boss Vette,6fKiutMtRIcxi4zEau0BuI,58,Ion Need,1MBgUk435GEy7uiJ4YRCEM,3.62,2023-05-26,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
82,0FAKS4dY2MADctcsPbmUvm,BO$$ CHICK,Saweetie,6cK3NBO6uP7hh0oyuVELFl,65,THE SINGLE LIFE,0kyPJmOde43w1nWzd79OU8,2.25,2022-11-18,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
83,7icwQvajsokotDfM3tefW6,SkeeYee,Sexyy Red,3DbwFQlvLxRSi2uX8mf81A,49,Hood Hottest Princess,6uoGeT623i76TwlgYFfe42,2.62,2023-06-09,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
84,2g9dhCaJiK7D0FOgZ9vJlR,Pretty Girls Walk (with Coi Leray) - Remix,Big Boss Vette,6fKiutMtRIcxi4zEau0BuI,67,Pretty Girls Walk (Remix),3jmmKIPtYmaC8XsDmVIO1W,2.33,2023-03-01,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
85,0Jpy3D9eHScoriQ8VJaJN8,Like Dat,Stunna Girl,4eEkR7IDAXyGngHvnJZpdV,64,Like Dat,3vUjwG73H1QBNs3W3HuyNn,2.76,2023-05-06,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
86,7kswp4MJqT6Ts9P0iVL3kg,Dusties,Maiya The Don,6S6u5pS5ywg7rv50rhpobQ,61,Dusties,07gLKffRhrhVRpgkqN6K28,2.44,2023-03-02,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
87,6tvFBQBdsLErOq4smfV231,So DISRESPECTFUL,Lola Brooke,2Ggj5XNlIb4Lnbqe307FyB,62,So DISRESPECTFUL,1n1Dw6cutT1V0EaQjcPHjP,2.02,2023-03-10,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
88,6UN73IYd0hZxLi8wFPMQij,Players,Coi Leray,6AMd49uBDJfhf30Ak2QR5s,91,Players,4cAAsw7mPkGt15GXQzWlrM,2.33,2022-11-30,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
89,1JUtrCqYzJ80tcAzMbCvir,Lottery (feat. LU KALA),Latto,3MdXrJWsbVzdn6fe5JYkSQ,78,Lottery (feat. LU KALA),2cMtG6iuA7hXGNb4DHVql4,3.11,2023-02-17,37i9dQZF1DX6GwdWRQMQpq,Feelin' Myself,Hip-Hop
